rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_1,counts,latitude,longitude
1,aop gruppo vi.va. visione valore societa' cooperativa agricola,32162854.95,0.004451061772234751,CESENA,8c54bfd65b64a15bfd5e77052095ec1e8374d857,"III.1 - Public Intervention Chapter I, Section 2",EAGF,2,,
2,f.in.a.f. first internetional association fruit soc.consortile a rl,30917939.25,0.0042787761747484845,CASTENASO,8c54bfd65b64a15bfd5e77052095ec1e8374d857 _&_ b905eca258259a1dbfdbe2f2d3573800a95c6327,"III.1 - Public Intervention Chapter I, Section 2 _&_ IV.5 EAGF",EAGF,3,,
3,"associazione italiana allevatori - in breve denominata ""a.i.a.",21546225.78,0.0029818118464417253,ROMA,ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4,VI.21 National _&_ VI.21 EAFRD,National _&_ EAFRD,2,,
4,apot s.c.a.,17685776.45,0.002447558949330293,TRENTO,8c54bfd65b64a15bfd5e77052095ec1e8374d857,"III.1 - Public Intervention Chapter I, Section 2",EAGF,2,,
5,vog - verband der suedtiroler obstgen. - gen. landw. ges.,17137568.44,0.0023716916881578246,TERLANO .TERLAN.,b905eca258259a1dbfdbe2f2d3573800a95c6327,IV.5 EAGF,EAGF,1,,
6,agenzia regionale per le attivita' irrigue e forestali,14272773.75,0.001975228807304018,MODUGNO,96e830420e116b9c67d7761fcd217e51d748257a _&_ bd065481240836afd5ed455a4f9c64d129f1968d,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ VI.8 EAFRD _&_ VI.8 National",EAFRD _&_ National,4,,
7,consorzio di bonifica delle marche,13601533.07,0.0018823348855622586,PESARO,96e830420e116b9c67d7761fcd217e51d748257a,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
",National _&_ EAFRD,2,,
8,"unaprol - consorzio olivicolo italiano societa' consortile per azioni in breve ""unaprol soc. cons. p.a.",11274628.58,0.001560311369951422,ROMA,24878f824791b70b7f15dac7429c818325038c57,"III.5 - Support in the wine sector Chapter II,  Section 4",EAGF,1,,
9,consiglio per la ricerca in agric. e l'analisi econ. agr.,11201756.87,0.001550226553688605,ROMA,c0e4522846c6c3fb0cd25d5e0bdd284205617a80 _&_ ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 9e328d254aa6157ee3b4f7985edba31e37f7e706 _&_ 7f47e535f6a0c7780f140035d44628aea91f1ab0 _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ 3c443610677e50940c95c0a228b76de715468bab _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21,"VI.25 EAFRD _&_ VI.25 National _&_ VI.21 National _&_ VI.21 EAFRD _&_ VI.15 EAFRD _&_ I.1 - Single payment scheme – Title III _&_ VI.15 National _&_ III.2 - Aid for private storage Chapter I, Section 3 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1",EAFRD _&_ National _&_ EAGF,22,,
10,vi.p gen. landw. gesellschaft,9658612.21,0.001336668639883003,LACES .LATSCH.,b905eca258259a1dbfdbe2f2d3573800a95c6327,IV.5 EAGF,EAGF,1,,
