rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_1,counts,latitude,longitude
1,domäsko s.r.o.,3913990.5,0.006958595310581125,Lieskovec,b42ec9d695f40a196ffb2fd4456e184226889bc3,VI.19 EAFRD,EAFRD,1,,
2,ministerstvo pôdohospodárstva a rozvoja vidieka slovenskej republiky,3150785.96,0.005601711196258869,Bratislava,c0e4522846c6c3fb0cd25d5e0bdd284205617a80 _&_ 96e830420e116b9c67d7761fcd217e51d748257a,"VI.25 EAFRD _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
",EAFRD,2,,
3,"dan-slovakia agrar, a.s.",2604507.51,0.004630495077966929,Veľký Meder,b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 0746364c516c8411be095d64938625686f815012 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce,VI.19 EAFRD _&_ II.2. EAGF _&_ II.4. EAGF _&_ II.12 EAGF _&_ II.7. EAGF _&_ II.3. EAGF,EAFRD _&_ EAGF,6,,
4,poľnohospodárske družstvo,2575891.09,0.004579618591164619,Veľký Ďur,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ e99ac5c92087b6643b7cb36921f4809df25e566f,II.2. EAGF _&_ II.4. EAGF _&_ VI.18 EAFRD _&_ VI.19 EAFRD _&_ II.7. EAGF _&_ VI.15 EAFRD _&_ II.12 EAGF _&_ II.3. EAGF _&_ II.11. EAGF,EAGF _&_ EAFRD,43,,
5,pôdohospodárska platobná agentúra,2322673.78,0.004129429254751062,Bratislava-Staré Mesto,8c1382c3ddfc9bcab11228d98f1d3762fbb88816 _&_ c0e4522846c6c3fb0cd25d5e0bdd284205617a80,nieje EAFRD _&_ VI.25 EAFRD,EAFRD,2,,
6,"farma majcichov, a.s.",1908996.82,0.0033939623306613238,Majcichov,7b172f12bc410253518372e46823216c7a857c21 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ e99ac5c92087b6643b7cb36921f4809df25e566f,II.7. EAGF _&_ II.2. EAGF _&_ VI.19 EAFRD _&_ II.4. EAGF _&_ II.12 EAGF _&_ II.3. EAGF _&_ II.11. EAGF,EAGF _&_ EAFRD,7,,
7,firstfarms agra m s. r. o.,1759039.37,0.0031273563671678755,Malacky,7b172f12bc410253518372e46823216c7a857c21 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ df6edca01bf13388eb18528622472ecc5db99198,II.7. EAGF _&_ II.2. EAGF _&_ VI.19 EAFRD _&_ II.4. EAGF _&_ II.12 EAGF _&_ II.3. EAGF _&_ VI.18 EAFRD,EAGF _&_ EAFRD,7,,
8,poľnohospodárske družstvo devio nové sady,1586863.4500000002,0.002821248687676321,Nové Sady,7b172f12bc410253518372e46823216c7a857c21 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce,"II.7. EAGF _&_ II.2. EAGF _&_ II.4. EAGF _&_ VI.19 EAFRD _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.12 EAGF _&_ II.3. EAGF",EAGF _&_ EAFRD,7,,
9,tokaj gold s.r.o.,1564481.78,0.002781456822084165,Košice-Sever,fd194209a0f99aecd4bd45346022d967b53f5c1f _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 0746364c516c8411be095d64938625686f815012,"I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2. EAGF _&_ II.4. EAGF _&_ II.3. EAGF _&_ VI.18 EAFRD _&_ II.12 EAGF",EAFRD _&_ EAGF,7,,
10,poľnohospodárske družstvo sokolce,1538825.39,0.0027358429057651444,Sokolce,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce,II.2. EAGF _&_ II.4. EAGF _&_ II.7. EAGF _&_ VI.19 EAFRD _&_ II.12 EAGF _&_ II.3. EAGF,EAGF _&_ EAFRD,6,,
11,"agria liptovský ondrej, a.s.",1428788.12,0.0025402101286771195,Liptovský Ondrej,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce,II.2. EAGF _&_ VI.18 EAFRD _&_ II.4. EAGF _&_ II.7. EAGF _&_ VI.15 EAFRD _&_ VI.19 EAFRD _&_ II.11. EAGF _&_ II.12 EAGF _&_ II.3. EAGF,EAGF _&_ EAFRD,9,,
12,podielnicke družstvo ondava stropkov,1362260.63,0.0024219324067616638,Stropkov,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce,"II.2. EAGF _&_ II.4. EAGF _&_ VI.18 EAFRD _&_ II.7. EAGF _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ VI.19 EAFRD _&_ VI.15 EAFRD _&_ II.12 EAGF _&_ II.3. EAGF",EAGF _&_ EAFRD,9,,
13,bos-por agro s. r. o.,1352978.28,0.0024054295263430292,Borský Svätý Jur,ec00d1395dc58b565abc70500f4602c53747efb1 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 0746364c516c8411be095d64938625686f815012 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ e99ac5c92087b6643b7cb36921f4809df25e566f,VI.16 EAFRD _&_ II.2. EAGF _&_ II.4. EAGF _&_ VI.18 EAFRD _&_ VI.15 EAFRD _&_ II.12 EAGF _&_ II.7. EAGF _&_ II.3. EAGF _&_ II.11. EAGF,EAFRD _&_ EAGF,9,,
14,"medzičilizie, a.s.",1325611.51,0.0023567747640517688,Čiližská Radvaň,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0746364c516c8411be095d64938625686f815012 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce,"II.2. EAGF _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.7. EAGF _&_ II.4. EAGF _&_ VI.19 EAFRD _&_ II.12 EAGF _&_ II.3. EAGF",EAGF _&_ EAFRD,7,,
